company_name,domain,country,source,email,phone,address,description,profile_url
SyMetric,symetricsystems.com,India,ichgcp,info@symetricsystems.com,91  (80)  4113  5402  91  (80)  2520  0500  Ext.  #406,"No. 17, CA Site No.1,Behind Hotel Leela palace,HAL 3rd Stage, Bangalore - 560008","SyMetric (a brand owned by Achiral Systems Private Limited) is the brainchild of a group of highly-skilled professionals with in-depth exposure to the IT Software and Clinical Research Industries. With more than 120 person years of combined relevant experience amongst us, we are engaged in building comprehensive, seamless and world class integrated software solutions for the Clinical Research Industry. We engage with Doctors, Therapists, Researchers, Developers, Architects, CROs/CRAs, Warehouses etc. to study the emerging business trends to incorporate/adopt them into our product. Our association with distinguished personalities in the industry helps us benchmark our products with the industry. We provide web based software solutions and services for Clinical Research Industry under our brand name SyMetric C6 and SyMetric BIO. We thrive on research and innovation. We spend considerable effort studying the industry trends, working with experts associated with Clinical Research, analyzin",https://ichgcp.net/cro-list/country/india/company/symetric
Symphony Pharma Life Sciences,sympharma.com,India,ichgcp,info@sympharma.com,919550352323,"Plot.#7/A, Biotech Park, Phase - II,Genome Valley, Kolthur (V), Shameerpet (M), Medchal(Dist.),500101, Telangana Other Symphony Pharma Life Sciences's locations around the world",Established in 2008 by Pharma industry experts Technology driven organization with a flexible approach. Founded by scientists with proven industrial track record. Expertise in Process Research/Development and scale-up (non-GMP and cGMP). Research partner for Innovator/Generic Pharmaceutical and Biotech companies across the globe List of CROs by location Europe North America Asia Africa South America,https://ichgcp.net/cro-list/country/india/company/symphony_pharma_life_sciences
TCG Lifesciences Private Limited,tcgls.com,India,ichgcp,bd@tcgls.com,91  33  6600  7000  91  33  40007000/20,"Kolkata - R&D Centre, Chemistry,Block BN, Plot 7,Salt Lake Electronics Complex,Sector V, Kolkata – 700091,West Bengal","TCG Lifesciences Private Limited (formerly “Chembiotek Research International”) is a leading Contract Research and Manufacturing Services (“CRAMS”) company in the area of early drug discovery and development. We started our operations in the year 2001 in India; currently we have our presence in United States, Europe, Japan and Australia. We have a strong talent pool of 800+ trained scientists, drawn from the best national and international institutes and industry. Our services span from specific solutions to integrated discovery projects across multiple therapeutic areas with focus on Central Nervous System (CNS), Inflammation & Pain, Metabolic Disorders and Infectious Diseases, and we are presently initiating the setting up of the oncology platform.Our research infrastructure includes world class chemistry and biology laboratories, animal facility, electrophysiology laboratory, BSL 2 laboratory, and cGMP facilities at our R&D centers in Kolkata. Our API manufacturing subsidiary ‘Clini",https://ichgcp.net/cro-list/country/india/company/tcg_lifesciences_private_limited
Tech Observer,tech-observer.com,India,ichgcp,India@tech-observer.com,91  11  2852  4382,"1391/34A, Pandit Vishnu Dutt Marg, RC Basti,Block WZ, Nangal Raya, Janakpuri, New Delhi, Delhi 110046 Other Tech Observer's locations around the world","Whether in the race of bringing that best-in-class treatment to patients or conducting post-marketing research to generate real-world evidence, you can count on Tech Observer to reach the goal. We can help in clinical operations, data management, statistical analysis and medical writing. Meeting the treatment needs of the patient is a relentless pursuit fraught with challenges, obstacles, and failures. Let Tech Observer walk with you through this baptism of fire. List of CROs by location Europe North America Asia Africa South America Oceania Regulations",https://ichgcp.net/cro-list/country/india/company/tech_observer
The Sanmar Group,sanmargroup.com,India,ichgcp,reachus@sanmargroup.com,91  44  2812  8500,"9, Cathedral Road,Chennai - 600 086, Tamil Nadu,","The Sanmar Group has come a long way since its first international foray back in the 1970s. Since then, the Group has set the benchmark for global partnerships in a range of industry segments. These are partnerships based on trust, transparency and respect for intellectual property rights. Characterised by strong and conservative financial practices, the Group has a track record of steady growth and consistent excellence in all of its businesses. The Group has 100% or majority or significant holdings in all its businesses. These businesses are professionally managed and grouped in industry segments as follows: Chemicals (including Speciality Chemicals) Engineering Technologies (Products and Steel Castings) Shipping List of CROs by location Europe North America Asia",https://ichgcp.net/cro-list/country/india/company/the_sanmar_group
The SIRO,siroclinpharm.com,India,ichgcp,bd@siroclinpharm.com,91  22  6108  8000,"Kalpataru Prime, 1st floor, Unit Nos. 3 & 4, Road No. 16, Wagle Industrial Estate, Thane (W), Maharashtra  400 604 Other The SIRO's locations around the world","Incorporated in 1996, SIRO Clinpharm Private Limited is a Clinical Research Organisation supporting trials from Phase II to Phase IV and beyond post-launch of products. SIRO offers a range of services, from clinical operations to data services, data analytics and medical writing in compliance with international standards. SIRO has been an industry pioneer over two decades, sharing an incontestable record of excellence in the pharmaceutical, FMCG and medical device industry. Its global delivery centre in Thane has a seasoned team of more than 200 professionals hailing from science and medical backgrounds. List of CROs by location Europe North America Asia Africa South America Oceania Regulations",https://ichgcp.net/cro-list/country/india/company/the_siro
Vedic Lifesciences,vediclifesciences.com,India,ichgcp,connect@vediclifesciences.com,91-22-  42172300,"203 Morya Landmark 1,Off Link Road, Andheri (West),Mumbai 400053 Other Vedic Lifesciences's locations around the world","Vedic Lifesciences has been helping food supplement and ingredient companies substantiate health claims for North America, Europe and Asia for the last two decades. As a contract research organization (CRO), we have completed more than 400 clinical and preclinical studies in compliance with international regulations. We are among the few GCP-compliant CROs that are fully aligned with the FDA and FTC standards for human studies. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/india/company/vedic_lifesciences
Veeda House,veedacr.com,India,ichgcp,info@veedacr.com,91  79  3001  3000,"Nr YMCA club, S. G. Highway, Ahmedabad- 380015, Gujarat, India","Veeda Clinical Research Pvt. Ltd. derives its name from the Sanskrit word 'Veda', meaning knowledge or wisdom. The name represents our firm belief in scientific knowledge and technical expertise to provide quality solutions. We are innovators with a foresight because of which we were the first ones at many instances to embrace new advancements and technologies with a vision to deliver enhanced solutions on time. We strongly believe in scientific excellence through teamwork and this has led us to become the safest and the most competent partner for the Pharmaceutical World and recognized as one of the best clinical research companies globally. Veeda CR is an independent Clinical Research Organization established in the year 2004 at Ahmedabad, Gujarat, India. Veeda CR was established with a vision of creating a CRO pharma with an in-depth scientific know-how, technical edge and better foresight for clinical trials, an objective of becoming a catalyst for enhanced drug development to faci",https://ichgcp.net/cro-list/country/india/company/veeda_house
VIMTA,vimta.com,India,ichgcp,bd@vimta.com,91  40  6740  4040,es,"VIMTA was established in 1984 and is a company driven by its vision and enduring strength. VIMTA’s business landscape includes analytical, clinical, preclinical services to life sciences industries; quality and safety testing for food and beverage industries; and environment services to a wide spectrum of industries. VIMTA has been supporting many national and overseas companies for more than 3 decades, for their third party testing, research and outsourcing needs. Along with the growth in pharma, food and other manufacturing sectors, we have been able to grow and also expand our services to international markets. Our services touch and impact the lives of millions of people across the globe. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/india/company/vimta
Vivo Bio Tech,vivobio.com,India,ichgcp,contact@vivobio.com,9104048199999,es,"Vivo Bio Tech is a full service CRO offering drug development & discovery services to pharmaceutical & biotech companies world-wide in accordance with OECD - GLP, AAALAC & IND guidelines. The company offers services in the areas of In vivo & In vitro toxicity studies, Pharmacological investigations, Pharmacokinetic & toxicokinetic studies, Genotoxicity screening, Analytical services etc. Our experienced & talented scientists offer advice on defining drug development paths tailored to specific molecules. Our Scientific team provides both regulatory and non-regulatory IND enabling preclinical development services. We are capable of screening & evaluating molecules for various pharmacological & therapeutic properties. Specifically for oncology, our scientists can provide design & development of syngeneic / xenograft models for evaluation of anti-cancer agents. Further, our scientists can customize In vivo DMPK studies to help profile your drug candidate in both rodent and non-rodent anima",https://ichgcp.net/cro-list/country/india/company/vivo_bio_tech
Zenovel,zenovel.com,India,ichgcp,bd@zenovel.com,+916356353636,"1113 Satyamev Eminence, Science City Rd., Sola, Ahmedabad, Gujarat, India-380060","Zenovel is a highly reputed, credible, and reliable partner for GxP (GCP/GMP/GLP) Services, Regulatory Affairs and Pharmacovigilance Services . Zenovel has been a partner",https://ichgcp.net/cro-list/country/india/company/zenovel
Althian,althian.com,Mexico,ichgcp,infodesk2@althian.com,1  972  848  0830  52  (81)  477  02  482  52  (81)  1352  1300,"Capitán Lorenzo Aguilar Sur 669. Col. Obispado Monterrey, Nuevo León. 64060","Althian Clinical Research Management Center, located in Monterrey, was founded in 2008 by a group of visionaries with more than ten years of experience working in the medical field. Owing to their profound understanding of the medical marketplace and their fortunate past liaisons with some of the true leaders of medical research, they identified the need and the value for developing a high-level research management center in Monterrey City. Created as a brand of the former company Winsett Rethman S.A. de C.V., Althian was envisioned as an organization that would truly facilitate the efforts of CROs and sponsors to run clinical trials in Mexico on an unparalleled level of efficiency and competence. In 2015, a new healthcare company, Axis Heilsa S. de R.L. de C.V., was created and Althian, keeping the same brand and experienced personnel, came to be part of this new healthcare group. This new strategy has let us reach out to even more patients so that we can offer them new opportunities ",https://ichgcp.net/cro-list/country/mexico/company/althian
AXIS Clinicals,axisclinicals.com,Mexico,ichgcp,abhijit.chaudhari@axisclinicals.com,,"Abhijit Chaudhari,AXIS Clinicals Limited ,1-121/1, Survey No.66 (Part) & 67(Part), Miyapur, Serilingampally Other AXIS Clinicals's locations around the world","AXIS is an efficient, metric based clinical research provider with a global footprint of operations. Our mandate recognizes the need within the medical research community for quality clinical services backed by experience, ICH/GCP training, protocol adherence, and leadership at significant cost advantages. Representing a vertically integrated CRO, we provide a collaborative and personalized approach to meet sponsor study requirements. Offering trial management and monitoring, quality assurance, regulatory submissions, data management and biostatistics, makes us the assembly of a functional team ideally suited for clinical study. Our clients have ranged from big pharma majors to the emerging biotechnology sector. Our customized billing models help us add new clients along with the retention of our recurring clientele. With over 2,500 studies for various regulated markets, a huge data bank of validated bio-analytical methods for over 350 molecules and the facilities being inspected and a",https://ichgcp.net/cro-list/country/mexico/company/axis_clinicals
Cohortias,cohortias.com,Mexico,ichgcp,info@cohortias.com,+52 81 2719 3064,"565 C. Del Comercio, San Pedro Garza García, México","Our commitment is to offer an alternative to the highly complicated, expensive and sometimes chaotic process that Biotech, Pharmaceutical and Medical Device companies have to endure in the United States. By providing the industry with our infrastructure in Latin America, we offer an easier path to launch clinical trials and studies following FDA standards. We define ourselves as a unique team, capable of blending our academic background with a global business mindset to bring the highest standard of quality and operational excellence into clinical research in Latin America. With headquarters in Monterrey, Mexico, Cohortias has built an extensive and highly reputable network of sites which can access patients in a timely manner and can operate within a standard-of-care comparable to the U.S. healthcare system. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/mexico/company/cohortias
Fractals Clinical Research,fractalscro.com.mx,Mexico,ichgcp,mcchavez@fractalscro.com.mx,(52)  045  442  2744794,,"Fractals Clinical Research is a company employing devoted and dedicated professionals. Fractals Clinical Research is directed to provide the highest level of knowledge and expertise to the pharmaceutical industry. Founded in 1997, Fractals Clinical Research today continues to deliver a positive outsourcing experience through its founding principles. We have now formed an alliance with LARA (Latin American Research Association) List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/mexico/company/fractals_clinical_research
Cyntax Health Projects Pvt Ltd,cyntaxhealthprojects.com,Pakistan,ichgcp,info@cyntaxhealthprojects.com,+92 315 5205563,"Office no 09, Floor 1, Zamzama Center, Pakistan Town Phase 2, Islamabad, Pakistan","Cyntax Health Projects is the 1st female pharmacist led contract research organization registered by Drug Regulatory Authority of Pakistan. Our service portfolio includes Clinical Trial Project management, Phase 1 to 4 Clinical Trials, Drug Regulatory Affairs, Medical Writing, Clinical Data Management, Pharmacovigilance and Clinical Operations. We also specialize in developing scoping reviews, meta analysis, systematic reviews and clinical trials. We provide services to help pharmaceutical, medical device, biopharmaceutical and nutraceutical/ herbal companies to transform scientific discoveries into new treatments. We are a team of experts with experience in ICH GCP compliance to provide clinical data management services. We are open to clients from all over the world and have strategic partners in UK and USA. List of CROs by location Europe North America Asia Africa South America Oceania",https://ichgcp.net/cro-list/country/pakistan/company/cyntax_health_projects_pvt_ltd
Dimension Research,drcro.com,Pakistan,ichgcp,info@drcro.com,92-21-34176686-87,"B-213, Block 2, Gulistan-e- Jauhar, Scheme-36, Karachi","Dimension Research (DR) is founded by foreign trained clinical research professionals who laid the foundation stone of  the CRO & SMO business in Pakistan and have developed international collaboration with multinational CROs first time in the history of this country. Dimension Research vision is to develop the ethical clinical research industry in this part of world; through multinational collaborations and national companies’ participation Our head office is in Karachi, Pakistan and representative office in Maryland , USA. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/pakistan/company/dimension_research
Dow Institute of Biological Biochemical & Pharmaceutical Sciences (IBBPS),duhs.edu.pk,Pakistan,ichgcp,ibbps@duhs.edu.pk,(+9221) 99261445 Ext (2607),"Dow University of Health Sciences, Ojha Campus  Karachi-75330, Pakistan.","Dow Institute of Biological Biochemical & Pharmaceutical Sciences (IBBPS) is a Drug Regulatory Authority of Pakistan (DRAP) Licensed Contract Research Organization (CRO) of Pakistan,   which is situated in a well-renowned and world-class healthcare organization “Dow University of Health Sciences” which is one of the biggest in health care sectors. Dow University of Health Sciences (DUHS) is a premier medical institute named after its founder “Sir Hugh Dow” who laid the foundation in 1945, awards undergraduate degrees, postgraduate degrees, short diploma courses in 12-15 diverse disciplines on medical, health, and allied health sciences including interdisciplinary specialties of biotechnology, pharmacy, and health management sciences. IBBPS strives to bring innovation in the Biological, Clinical, and Pharmaceutical sectors by providing valuable studies as per optimum standards for the improvement in quality of life.  IBBPS is the only CRO of Pakistan having the following facilities Regu",https://ichgcp.net/cro-list/country/pakistan/company/dow_institute_of_biological_biochemical_pharmaceutical_sciences_ibbps
DRK Pharma Solutions,drkpharmasolutions.com,Pakistan,ichgcp,info@drkpharmasolutions.com,49  (0)  69  1532016-73,"1st Floor, Building No. 1, The Enterprise, 15 km Multan Road, Lahore 53800, Pakistan Other DRK Pharma Solutions's locations around the world","DRK Pharma Solutions provides Clinical Research Services from Phase II-IV through its highly experienced Clinical Operations’ team in Pakistan. Also, we are the First Licensed Clinical Research Organization in Pakistan according to the Bio Study Rules 2017. The areas of Product Development, Clinical Research, Bioavailability/Bioequivalence Studies and GxP & Regulatory Advisory through its highly experienced professionals, world-class infrastructure and focus on timely delivery. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/pakistan/company/drk_pharma_solutions
Metrics Research,mrcro.com,Pakistan,ichgcp,info@mrcro.com,+92 21 37224982,"Plot No. B-10, Block-16, W.C.H.S, K.D.A Scheme No. 24, Gulshan-i-Iqbal, Karachi, Pakistan","Metrics Research (Pvt.) Ltd. stands as Pakistan’s pioneering Contract Research Organization (CRO), leading the clinical research landscape since 2005. With more than 120 clinical studies conducted across Pakistan and international regions, we have become a trusted partner for global and national pharmaceutical, biotechnology, and therapeutic companies seeking reliability, quality, and scientific excellence ion diverse range of therapeutic areas. As an ISO 9001:2015–certified and DRAP-registered CRO in Pakistan, Metrics Research integrates excellence with operational precision and a deep understanding of the national clinical research landscape. Our service portfolio spans the full spectrum of research support, including End-to-End Clinical Trials Conduct, Medical Communications, Digital Research Solutions, Clinical Trial Safety Management and Regulatory Services ensuring seamless execution from study planning and feasibility to site management, monitoring, documentation, and regulatory",https://ichgcp.net/cro-list/country/pakistan/company/metrics_research
BioCentrum,biocentrum.com.pl,Poland,ichgcp,sales@biocentum.com.pl,48  12  297  47  20,BioCentrum Sp. z o.o.ul. Bobrzyńskiego 1430-348 Krakow,"BioCentrum is a privately-owned biotechnology service and product provider. BioCentrum has been established in 2004 and its mission is to create a platform for its clients and partners in order to help them translate innovative discoveries into preclinical candidates with improved chances to reach the market, in the shortest amount of time possible. BioCentrum offers a wide range of preclinical development services including ADME testing and various behavioural studies, covering all the prerequisites needed for initiation of a first administration to humans.Image BioCentrum also offers services in the field of protein chemistry, and possesses a unique expertise and experience in production of highly purified, active enzymes, inhibitors and other biologically active recombinant proteins. Moreover the company performs contract research as well as produces mouse monoclonal antibodies on a laboratory scale. Due to our numerous associations with scientific institutions, we also offer consul",https://ichgcp.net/cro-list/country/poland/company/biocentrum
BiTrial Clinical Research,bitrial.hu,Poland,ichgcp,info@bitrial.hu,+36 1 800 8036,"Tállya u. 23, 1121, Budapest, Hungary Other BiTrial Clinical Research's locations around the world Europe Expand Asia Expand","BiTrial is a full-service contract research organization in Central and Eastern Europe with a headquarter in Budapest, Hungary, that provides broad range of clinical research services for companies in Pharma, Biotech and MedTech industry and for global CRO’s to support phase I-IV drug and device development, including project management, clinical monitoring, scientific and medical support, investigator and patient recruitment, site management, statistical analysis, data management, drug safety, quality assurance, regulatory and ethics committee affairs and medical writing. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/poland/company/bitrial_clinical_research
Carpathian Research Group,crg.global,Poland,ichgcp,info@crg.global,+48532617723,,"Carpathian Research Group supports a broad range of R&D and translation activities for biopharmaceutical and medical device industry. We have offices in Ukraine, the United Kingdom, and Poland. Our mission is to help our customers make most advantage of their operations in most attractive geographical area for clinical research (Eastern Europe having high patient recruitment potential). We use optimized local infrastructure and have low administrative expenditures yet providing high quality services. We have a flexible customer-oriented approach and will be your solution in clinical trials. We also have our own in-house translation department for your project needs. List of CROs by location Europe North America Asia Africa South America Oceania",https://ichgcp.net/cro-list/country/poland/company/carpathian_research_group
IRIS CRO,iriscro.com,Poland,ichgcp,info@iriscro.com,+995 574 42 70 70,,"IRIS CRO is privately owned Georgian company representing more that 10 years  experience in clinical trials for local and international pharmaceutical, biotechnology, medical devices and CRO companies. IRIS CRO mission is enhancing people’s health worldwide. We uphold this mission daily, in any circumstances, and across countries by harnessing our expertise as a CRO. Whether you need skilled professionals, IRIS CRO is your trusted partner. With a focus on excellence and over 10 years combined industry experience, we tailor customized solutions  to meet your reserach needs and unlock new potentials.  Visit iriscro.com to explore our services to clincial trials. Contact us at rita.iesalniece@iriscro.com or +995 57442 70 70 to discuss how we can support  your clinical reserach endeavors. We believe that trials should be conducted under conditions that ensure the safety, integrity, and reliability of the collected data. We offer experienced staff including Sr CRAs, SSU & Regulatory Special",https://ichgcp.net/cro-list/country/poland/company/iris_cro
Monipol,monipol.com,Poland,ichgcp,,+48  12  630  18  50,monipol Sp. z o.o. ul. Długa 31/3  PL - 31 - 147 Kraków Other Monipol's locations around the world,"Pharmaceutical research plays a significant role in our contemporary world and contributes positively to the advancement of global science and healthcare. At monipol, we strive to contribute to this development by providing our clients with a complete and superior service in conducting international clinical trials. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/poland/company/monipol
MTZ Clinical Research,mtz-clinical.pl,Poland,ichgcp,,+48  22  572  59  59,"ul. Pawińskiego 5 02-106 Warsaw, Poland VAT Nº PL 526 26 35 334 Business Register Nº 015209197 National Court Register Nº 0000129520 Initial Capital: 208 500 PLN","MTZ Clinical Research Unit focuses on phase I, early clinical  development, bioequivalence and phase III studies. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/poland/company/mtz_clinical_research
Noblewell,noblewell.com,Poland,ichgcp,welcome@noblewell.com,+48  22  376  0000,"Noblewell Clinical ResearchWisniowy Business Park Iłżecka 26, 02-135 Warsaw","Noblewell is a medium size CRO company. We primarily operate in CEE (Central and Eastern European) region of the European Union, thus enabling our clients to access millions of potential subjects. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/poland/company/noblewell
CEBIS International,cebisinternational.com,Romania,ichgcp,,+41 91 260 15 75,"Helios Business Center (HBC) , 47 Bd. Theodor Pallady, Bucharest Other CEBIS International's locations around the world","COMMITMENT FOR A BETTER LIFE OF PATIENTS CEBIS International is a Global Swiss-Based Full Service Contract Research Organization (CRO) which provides clinical stage, regulatory and market entry support to biotech, pharmaceutical, medical devices and nutraceutical companies in already 29 countries. CEBIS headquarters is located in Lugano, Switzerland. CEBIS is offering attractive shared-risk and milestone-based models and aim at long-term partnerships. CEBIS has two major Business Units — Clinical & Regulatory Services (CRS) Unit and Patient Support Programs (PSP) Unit. The CRS unit cover medical writing, regulatory affairs, monitoring, data management, biostatistics, and publishing, working closely with pharmaceutical, biotechnology, and medical devices companies. On the other hand, the PSP Unit is focused on medication adherence and technology-based interventions. List of CROs by location Europe North America Asia Africa South America Oceania",https://ichgcp.net/cro-list/country/romania/company/cebis_international
Monitoring Force,monitoring-force.eu,Romania,ichgcp,office@monitoring-force.org,40213179214,"Blvd Nicolae Titulescu, Nr.1, bl. A7, sc. 1, apt. 24 sect. 1 011131, Bucharest, Romania","Monitoring Force is one of the leading contract research organizations for pharmaceutical and medical products registration in Eastern Europe and South/East China . With headquarters in Bucharest, we operate in Romania, Bulgaria, Hungary, France, Germany, Moldavia, Italy, Spain and China. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/romania/company/monitoring_force
Rotrial Contract Research,rotrial.com,Romania,ichgcp,,+4 021 3511841,"2 Alee Negru Voda, Suite 13, Bucharest 3, 030775","Rotrial Contract Research is a privately owned regional Contract Research Organization (CRO) founded in Romania in 2005. Nowadays we operate in Southeast Europe, namely in Romania and Bulgaria. Together with our partners Rotrial Contract Research combines the advantages of a regional CRO – deep local knowledge, customized service, cost effectiveness and flexibility – with the expertise and support that comes from a history of managing global clinical trials to the highest quality standards throughout the world. Rotrial Contract Research has reached a significant experience in conducting multi-center Phase I, II, III and IV clinical trials across different therapeutic areas for global pharmaceutical, biotechnology and medical device companies. We offer the reliability of a big multinational company with the personalized service, resilience and quality commitment of a more nimble provider. As an extension of your team we communicate where you stand with your milestones, keep you right on",https://ichgcp.net/cro-list/country/romania/company/rotrial_contract_research
SMP,smp.ro,Romania,ichgcp,info@smp.ro,40  368  42  71  21,"Calugareni street no.17, 500182, Brasov Other SMP's locations around the world","SMP is a small sized CRO with its main office in Brasov, Romania. Our main activity is to conduct clinical research in bioequivalence studies and clinical trials of phase II-IV in Romanian sites. Through our offices the SMP personnel provides full monitoring and study coordination facilities in Romania. The SMP goal is to be The Romanian Partner of major pharmaceutical companies, medical device producers and CROs offering top quality services. Our CRAs are well qualified MDs in disciplines that are necessary to obtain high quality data from any clinical trial. We are trained to ensure that the trials are delivered according to the highest ICH/GCP standards. Dr. Dionisie Czika, senior Clinical Research Associate and Head of Clinical Research, has an experience of more the 6 years in conducting GCP clinical trials. We closely trained other junior CRAs in all the fields necessary to cover all the investigator areas. In order to conduct clinical trials we are in close collaboration with al",https://ichgcp.net/cro-list/country/romania/company/smp
ACRO,acro.co.za,South Africa,ichgcp,enquiries@acro.co.za,+27 (0)11 470 2800,"Phase 3, Second Floor Offices, Centurion Science Park, 1011 Pretorius Avenue, Lyttelton Manor, Centurion, 0157","ACRO is a private company, launched in August 2007 offering services both in Southern Africa and in other African regions. We offer services to donor-funded organisations, non-governmental organisations, government institutions, research institutions, Academic institutions, pharmaceutical companies, medical device companies, and work both within and outside the biotechnology sector. We provide a full-service offering for Phase I – IV trials. We are active across a broad range of clinical areas including metabolic, respiratory, vaccines, oncology, endocrine, renal, ophthalmology, CNS, infectious diseases, medical devices, wound care and rare diseases. An important aim of our organisation is to help improve the care of those affected by HIV/AIDS, tuberculosis, malaria, and other diseases prevalent in African populations ACRO is committed to building clinical research capacity on the African continent and has developed a range of training courses and services to meet this need. We have fo",https://ichgcp.net/cro-list/country/south_africa/company/acro
Andurihl Medical Writing CC,cmocro.com,South Africa,ichgcp,,0834399962,"51 Koorsboom Crescent, Vredekloof, Brackenfell, Cape Town, 7560","CMOCRO.com is a PharmaCircle company that provides a free listing of service companies within the pharmaceutical, biotechnology, diagnostic and medical device industries around the globe. The company profile information covers the full spectrum of service, product and technology categories from discovery and precilinical to clinical development and manufacturing services. Currently there are 26 top service and 4500+ sub service categories, along with facility, equipment, regulatory/inspection status information. Please contact CMOCRO.com to be included within the directory at no charge. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/south_africa/company/andurihl_medical_writing_cc
BioInformatiCo,bioinformatico.com,South Africa,ichgcp,info@bioinformatico.com,+27 10 500 7546,"Adapt Office Suites 3 Gwen Lane, Sandton,  Johannesburg, South Africa 2031","We are a trusted and responsive clinical data management company, offering a range of clinical data management and related services. We give funders, sponsors and clinical researchers the data confidence needed to advance medical discoveries. Our services include Comprehensive Clinical Data Management Solutions, Value-Added Reporting for Study Optimisation, Validated Customised Integrations, and much more. At BioInformatiCo, we value real partnership with our clients and ensure that data is always insight-ready and actionable. List of CROs by location Europe North America Asia Africa South America Oceania",https://ichgcp.net/cro-list/country/south_africa/company/bioinformatico
CR Integrations,crintegration.com,South Africa,ichgcp,,+27 71 301 6954,"17 Mountain View Street, Silwerstrand Riverside Estate, Robertson, Western Cape, South Africa, 6705","With over 25 years of invaluable experience, CR Integration proudly maintains strong professional relationships with sponsor companies, Contract Research Organizations (CROs), Clinical Research Associates (CRAs), Clinical Trial Assistants (CTAs), and vendors, all of whom play crucial roles in the success of every clinical trial we undertake. Additionally, we have established partnerships with reputable trial centers. Over the years, we have meticulously assembled a team of highly knowledgeable professionals in the field of Clinical Research. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/south_africa/company/cr_integrations
FARMOVS,farmovs.com,South Africa,ichgcp,business@farmovs.com,+27 51 410-3179/3452,"Pharmacology Building, University of the Free State, Nelson Mandela Drive, Bloemfontein, 9301","FARMOVS can accelerate your product development through innovative ICH GCP compliant phase 1- 2a clinical research. Since 1974 more than 3000 trials have been conducted at our world-class clinical research facility. We have a large GLP certified bioanalytical laboratory, a registered pharmacy and a 98-bed clinic with an on-site ISO 15189 accredited clinical laboratory. In addition, we offer participant recruitment and Site Management Organisation services. Gain access to the most diverse African study population, unmatched integrated research flexibility and pharmacogenomic advice. We have long standing relationships with clients across the globe, ranging from small biotech firms to some of the largest pharmaceutical companies. We have an excellent regulatory inspection history and have aligned ourselves with the standards of the EMA, FDA, MHRA, SAHPRA and WHO. Choose FARMOVS for an integrated clinical research experience.",https://ichgcp.net/cro-list/country/south_africa/company/farmovs
Key Oncologics (Pty) Ltd,keyoncologics.co.za,South Africa,ichgcp,key@icon.co.za,27-11-483-0060/5,"39, 11th Avenue, Houghton Estate.",Key Oncologics (Pty) Ltd is a South African pharmaceutical company that primarily focuses on the treatment of cancer and allied diseases.The company was founded in 1998 representing international companies that do not have an independent presence in South Africa.Over the years our product profile has grown from a single product to a comprehensive portfolio. We have also diversified into biologics and are in the process of building a generic portfolio. In moving forward Key Oncologics will continue to seek options for patients to live longer and live better. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources,https://ichgcp.net/cro-list/country/south_africa/company/key_oncologics_pty_ltd
OnQ Research,onqsa.co.za,South Africa,ichgcp,,27  11  431  0791,"250 Market Street, Fairlands, Johannesburg, 2170","OnQ Research was founded more than ten years ago as a monitoring consultancy. It has since evolved into a full service Contract Research Organization. OnQ Research is based in Johannesburg, with a satellite office in Cape Town. One of the earliest and original CRO’s located in Africa, it is now well able to conduct clinical trials all over the African continent. OnQ Research, through it’s decade long legacy of conducting research in Africa, is ideally placed to understand the subtleties and nuances of conducting clinical research in different African countries, which, although may have overt similarities, yet have intrinsic differences. OnQ’s experience extends to that of a wide investigator and site database, knowledge of different ethics and regulatory authorities and the on the ground knowledge of conducting clinical research that is to a globally accepted ICH / GCP standard of quality, yet maintaining the integrity and vulnerabilities of the populations contained within our contine",https://ichgcp.net/cro-list/country/south_africa/company/onq_research
